Team,Season,SponsorName,SponsorIndustry,OriginalSponsorName,CorrectionID,Industry,Key
McLaren,2025,Okta,Cybersecurity,Okta,,Cybersecurity,okta
McLaren,2025,Goldman Sachs,Finance,Goldman Sachs,,Financial Services,goldmansachs
McLaren,2025,eBay,Ecommerce,eBay,,Technology,ebay
McLaren,2025,Greene Tweed,Industrial,Greene Tweed,,Industrial & Aerospace,greenetweed
McLaren,2025,T-Mobile,Telecom,T-Mobile,,Telecom,tmobile
McLaren,2025,LEGO,Toys/Games,LEGO,,Consumer Goods & Retail,lego
Mercedes,2025,Petronas,Energy/Oil,Petronas,,Energy,petronas
Mercedes,2025,Ineos,Chemicals,Ineos,,Industrial & Aerospace,ineos
Mercedes,2025,CrowdStrike,Cybersecurity,CrowdStrike,,Cybersecurity,crowdstrike
Mercedes,2025,TeamViewer,Technology,TeamViewer,,Technology,teamviewer
Mercedes,2025,UBS,Finance,UBS,,Financial Services,ubs
Mercedes,2025,Snapdragon,Technology,Snapdragon,,Technology,snapdragon
Mercedes,2025,G42,Technology,G42,,Technology,g42
Mercedes,2025,Akkodis,Technology,Akkodis,,Technology,akkodis
Mercedes,2025,IWC Schaffhausen,Luxury Watches,IWC Schaffhausen,,Luxury Watches,iwcschaffhausen
Mercedes,2025,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Mercedes,2025,Solera,Technology,Solera,,Technology,solera
Mercedes,2025,Nuvei,Finance,Nuvei,,Financial Services,nuvei
Mercedes,2025,Einhell,Industrial,Einhell,,Industrial & Aerospace,einhell
Mercedes,2025,AMD,Technology,AMD,,Technology,amd
Mercedes,2025,The Ritz-Carlton,Hospitality,The Ritz-Carlton,,"Travel, Hospitality & Logistics",theritzcarlton
Mercedes,2025,Sherwin Williams,Industrial,Sherwin Williams,,Industrial & Aerospace,sherwinwilliams
Mercedes,2025,Endless,Automotive,Endless,,Automotive,endless
Mercedes,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Mercedes,2025,SAP,Technology,SAP,,Technology,sap
Mercedes,2025,WhatsApp,Technology,WhatsApp,,Technology,whatsapp
Mercedes,2025,Luminar,Automotive,Luminar,,Automotive,luminar
Mercedes,2025,BetterUp,Workplace Coaching,BetterUp,,Business Services,betterup
Mercedes,2025,adidas,Apparel,adidas,,Apparel & Sportswear,adidas
Mercedes,2025,Signify,Technology,Signify,,Technology,signify
Mercedes,2025,Mous,Consumer Electronics,Mous,,Technology,mous
RB/AlphaTauri/Toro Rosso,2025,Honda,Automotive,Honda,,Automotive,honda
RB/AlphaTauri/Toro Rosso,2025,Randstad,Staffing,Randstad,,Business Services,randstad
RB/AlphaTauri/Toro Rosso,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2025,Riedel,Technology,Riedel,,Technology,riedel
RB/AlphaTauri/Toro Rosso,2025,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
RB/AlphaTauri/Toro Rosso,2025,XMTrading,Finance,XMTrading,,Financial Services,xmtrading
RB/AlphaTauri/Toro Rosso,2025,Visa,Finance,Visa,,Financial Services,visa
RB/AlphaTauri/Toro Rosso,2025,Cash App,Finance,Cash App,,Financial Services,cashapp
RB/AlphaTauri/Toro Rosso,2025,Hugo,Fashion,Hugo,,Luxury & Fashion,hugo
RB/AlphaTauri/Toro Rosso,2025,Tudor,Luxury Watches,Tudor,,Luxury Watches,tudor
RB/AlphaTauri/Toro Rosso,2025,NEFT Vodka,Beverages/Food,NEFT Vodka,,Food & Beverage,neftvodka
RB/AlphaTauri/Toro Rosso,2025,Piquadro,Fashion,Piquadro,,Luxury & Fashion,piquadro
RB/AlphaTauri/Toro Rosso,2025,Hugo Eyewear,Fashion,Hugo Eyewear,,Luxury & Fashion,hugoeyewear
RB/AlphaTauri/Toro Rosso,2025,RebelDot,Technology,RebelDot,,Technology,rebeldot
RB/AlphaTauri/Toro Rosso,2025,Airtasker,Technology,Airtasker,,Technology,airtasker
RB/AlphaTauri/Toro Rosso,2025,Dynatrace,Technology,Dynatrace,,Technology,dynatrace
RB/AlphaTauri/Toro Rosso,2025,Student.com,Travel,Student.com,,"Travel, Hospitality & Logistics",studentcom
RB/AlphaTauri/Toro Rosso,2025,Roboze,Industrial,Roboze,,Industrial & Aerospace,roboze
RB/AlphaTauri/Toro Rosso,2025,Hahn Air,Aviation,Hahn Air,,"Travel, Hospitality & Logistics",hahnair
Red Bull Racing,2025,Oracle,Technology,Oracle,,Technology,oracle
Red Bull Racing,2025,Tag Heuer,Luxury Watches,Tag Heuer,,Luxury Watches,tagheuer
Red Bull Racing,2025,Rauch,Beverages/Food,Rauch,,Food & Beverage,rauch
Red Bull Racing,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Red Bull Racing,2025,Mobil 1,Energy/Oil,Mobil 1,,Energy,mobil1
Red Bull Racing,2025,Esso,Energy/Oil,Esso,,Energy,esso
Red Bull Racing,2025,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Red Bull Racing,2025,AT&T,Telecom,AT&T,,Telecom,att
Red Bull Racing,2025,Hexagon,Technology,Hexagon,,Technology,hexagon
Red Bull Racing,2025,DMG Mori,Industrial,DMG Mori,,Industrial & Aerospace,dmgmori
Red Bull Racing,2025,Ansys,Technology,Ansys,,Technology,ansys
Red Bull Racing,2025,PWR,Automotive,PWR,,Automotive,pwr
Red Bull Racing,2025,Gold Standard,Finance,Gold Standard,,Financial Services,goldstandard
Red Bull Racing,2025,Armor All,Automotive,Armor All,,Automotive,armorall
Red Bull Racing,2025,Castore,Apparel,Castore,,Apparel & Sportswear,castore
Red Bull Racing,2025,New Era,Apparel,New Era,,Apparel & Sportswear,newera
Red Bull Racing,2025,Hard Rock International,Hospitality,Hard Rock International,,"Travel, Hospitality & Logistics",hardrockinternational
Red Bull Racing,2025,ROKT,Technology,ROKT,,Technology,rokt
Red Bull Racing,2025,Honda,Automotive,Honda,,Automotive,honda
Red Bull Racing,2025,CDW,Technology,CDW,,Technology,cdw
Red Bull Racing,2025,Sparco,Automotive,Sparco,,Automotive,sparco
Red Bull Racing,2025,Visa,Finance,Visa,,Financial Services,visa
Red Bull Racing,2025,Heineken,Beverages/Food,Heineken,,Food & Beverage,heineken
Red Bull Racing,2025,Patron,Beverages/Food,Patron,,Food & Beverage,patron
Red Bull Racing,2025,Gate.io,Crypto/Web3,Gate.io,,Crypto & Web3,gateio
Red Bull Racing,2025,1Password,Cybersecurity,1Password,,Cybersecurity,1password
Red Bull Racing,2025,Yeti,Consumer Goods,Yeti,,Consumer Goods & Retail,yeti
Red Bull Racing,2025,Maui Jim,Fashion,Maui Jim,,Luxury & Fashion,mauijim
Red Bull Racing,2025,AvaTrade,Finance,AvaTrade,,Financial Services,avatrade
Red Bull Racing,2025,Pepe Jeans,Fashion,Pepe Jeans,,Luxury & Fashion,pepejeans
Red Bull Racing,2025,Philips,Consumer Electronics,Philips,,Technology,philips
Red Bull Racing,2025,Neat,Technology,Neat,,Technology,neat
Red Bull Racing,2025,Mophie,Consumer Electronics,Mophie,,Technology,mophie
Sauber/Alfa Romeo,2025,Code Zero,Apparel,Code Zero,,Apparel & Sportswear,codezero
Sauber/Alfa Romeo,2025,Camozzi,Industrial,Camozzi,,Industrial & Aerospace,camozzi
Sauber/Alfa Romeo,2025,Globeair,Aviation,Globeair,,"Travel, Hospitality & Logistics",globeair
Sauber/Alfa Romeo,2025,Singha,Beverages/Food,Singha,,Food & Beverage,singha
Sauber/Alfa Romeo,2025,Additive Industries,Industrial,Additive Industries,,Industrial & Aerospace,additiveindustries
Sauber/Alfa Romeo,2025,Mitsubishi Electric,Industrial,Mitsubishi Electric,,Industrial & Aerospace,mitsubishielectric
Sauber/Alfa Romeo,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Sauber/Alfa Romeo,2025,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Sauber/Alfa Romeo,2025,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Sauber/Alfa Romeo,2025,Walter Meier,Industrial,Walter Meier,,Industrial & Aerospace,waltermeier
Sauber/Alfa Romeo,2025,Web Eyewear,Fashion,Web Eyewear,,Luxury & Fashion,webeyewear
Sauber/Alfa Romeo,2025,JigSpace,Technology,JigSpace,,Technology,jigspace
Sauber/Alfa Romeo,2025,Brutsch-Ruegger,Industrial,Brutsch-Ruegger,,Industrial & Aerospace,brutschruegger
Sauber/Alfa Romeo,2025,Riedel,Technology,Riedel,,Technology,riedel
Sauber/Alfa Romeo,2025,Stake,Gambling/Betting,Stake,,Other,stake
Sauber/Alfa Romeo,2025,Kick,Media,Kick,,Media & Entertainment,kick
Sauber/Alfa Romeo,2025,Agilis,Technology,Agilis,,Technology,agilis
Sauber/Alfa Romeo,2025,Cielo,Finance,Cielo,,Financial Services,cielo
Sauber/Alfa Romeo,2025,Mascot Workwear,Apparel,Mascot Workwear,,Apparel & Sportswear,mascotworkwear
Sauber/Alfa Romeo,2025,SenseTime,Technology,SenseTime,,Technology,sensetime
Sauber/Alfa Romeo,2025,FIX Network,Automotive,FIX Network,,Automotive,fixnetwork
Sauber/Alfa Romeo,2025,Sunoco,Energy/Oil,Sunoco,,Energy,sunoco
Sauber/Alfa Romeo,2025,Extreme Networks,Technology,Extreme Networks,,Technology,extremenetworks
Sauber/Alfa Romeo,2025,Scania,Automotive,Scania,,Automotive,scania
Sauber/Alfa Romeo,2025,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Sauber/Alfa Romeo,2025,Zero,Technology,Zero,,Technology,zero
Sauber/Alfa Romeo,2025,Jeckerson,Fashion,Jeckerson,,Luxury & Fashion,jeckerson
Sauber/Alfa Romeo,2025,Beyond Nations,Other,Beyond Nations,,Other,beyondnations
Sauber/Alfa Romeo,2025,Edelweiss,Aviation,Edelweiss,,"Travel, Hospitality & Logistics",edelweiss
Sauber/Alfa Romeo,2025,GF+,Industrial,GF+,,Industrial & Aerospace,gf
Sauber/Alfa Romeo,2025,Tucano,Consumer Electronics,Tucano,,Technology,tucano
Sauber/Alfa Romeo,2025,Catalano,Industrial,Catalano,,Industrial & Aerospace,catalano
Sauber/Alfa Romeo,2025,Libertex,Finance,Libertex,,Financial Services,libertex
Sauber/Alfa Romeo,2025,CoinPayments,Crypto/Web3,CoinPayments,,Crypto & Web3,coinpayments
Sauber/Alfa Romeo,2025,Admin By Request,Cybersecurity,Admin By Request,,Cybersecurity,adminbyrequest
Williams,2025,Gulf,Energy/Oil,Gulf,,Energy,gulf
Williams,2025,Duracell,Consumer Goods,Duracell,,Consumer Goods & Retail,duracell
Williams,2025,Stephens,Finance,Stephens,,Financial Services,stephens
Williams,2025,Dorilton Ventures,Investment,Dorilton Ventures,,Financial Services,doriltonventures
Williams,2025,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Williams,2025,Life Fitness,Fitness,Life Fitness,,Apparel & Sportswear,lifefitness
Williams,2025,SIA,Nonprofit,SIA,,Other,sia
Williams,2025,Kraken,Crypto/Web3,Kraken,,Crypto & Web3,kraken
Williams,2025,Komatsu,Industrial,Komatsu,,Industrial & Aerospace,komatsu
Williams,2025,MyProtein,Fitness,MyProtein,,Apparel & Sportswear,myprotein
Williams,2025,VAST,Technology,VAST,,Technology,vast
Williams,2025,THG Ingenuity Commerce,Technology,THG Ingenuity Commerce,,Technology,thgingenuitycommerce
Williams,2025,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Williams,2025,Atlassian,Technology,Atlassian,,Technology,atlassian
Williams,2025,Santander,Finance,Santander,,Financial Services,santander
Williams,2025,Keeper,Cybersecurity,Keeper,,Cybersecurity,keeper
Williams,2025,FanCapital,Finance,FanCapital,,Financial Services,fancapital
Williams,2025,Reviva,Other,Reviva,,Other,reviva
Williams,2025,Zoox,Automotive,Zoox,,Automotive,zoox
Williams,2025,Brillio,Technology,Brillio,,Technology,brillio
